Unnamed: 0,day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall,change_in_direction
238,239,-5.051514762044462e-15,31.8,28.0,26.8,25.0,89.0,80.0,2.0,120.0,14.5,1,100.0
239,240,5.551115123125783e-17,28.1,26.0,25.1,22.2,79.0,51.0,2.0,80.0,17.5,0,40.0
240,241,1.3877787807814457e-15,32.8,28.1,26.7,23.5,78.0,44.0,8.4,130.0,34.2,0,50.0
241,242,9.43689570931383e-16,31.3,28.1,26.0,23.3,82.0,88.0,0.2,230.0,22.9,1,100.0
242,243,1.6653345369377348e-16,28.7,27.8,25.3,23.3,79.0,60.0,9.1,60.0,17.2,0,170.0
243,244,-2.7755575615628914e-16,29.3,27.9,25.0,25.8,83.0,84.0,3.1,110.0,9.6,0,50.0
244,245,-6.38378239159465e-15,30.8,28.6,26.3,25.3,87.0,87.0,4.1,230.0,25.9,0,120.0
245,246,-6.161737786669619e-15,31.1,28.1,26.2,24.5,79.0,62.0,7.7,60.0,12.5,0,170.0
246,247,-7.382983113757291e-15,31.6,29.4,26.0,25.8,84.0,82.0,7.6,160.0,16.5,1,100.0
247,248,-8.881784197001252e-15,30.3,27.5,25.9,22.1,77.0,86.0,1.2,220.0,11.7,0,60.0
248,249,-8.992806499463768e-15,31.7,28.4,26.9,25.6,82.0,86.0,1.8,190.0,21.6,1,30.0
249,250,-6.772360450213455e-15,30.6,27.4,26.4,25.3,78.0,47.0,10.0,220.0,9.2,0,30.0
250,251,1.6653345369377348e-15,29.8,27.9,26.5,23.2,76.0,78.0,6.2,10.0,11.0,1,210.0
251,252,1.3877787807814457e-15,31.2,28.4,26.8,26.1,86.0,77.0,3.8,30.0,12.6,1,20.0
252,253,-6.106226635438361e-16,31.1,28.9,25.8,20.6,75.0,54.0,10.0,60.0,14.5,0,30.0
253,254,-6.661338147750939e-15,32.0,29.1,26.7,25.0,75.0,78.0,2.3,10.0,17.2,1,50.0
254,255,-6.050715484207103e-15,32.3,29.6,27.9,24.2,78.0,69.0,6.8,20.0,11.8,1,10.0
255,256,-3.774758283725532e-15,29.2,27.0,25.7,25.4,79.0,67.0,4.5,80.0,44.7,1,60.0
256,257,-6.106226635438361e-16,31.2,28.7,26.3,26.3,91.0,88.0,1.8,70.0,26.7,1,10.0
257,258,1.7763568394002505e-15,30.3,27.7,24.7,25.6,81.0,69.0,2.6,90.0,25.1,1,20.0
258,259,1.6653345369377348e-15,28.6,26.6,24.8,23.6,83.0,84.0,3.6,20.0,37.5,1,70.0
259,260,-5.551115123125783e-17,28.9,26.5,24.8,20.6,76.0,54.0,4.5,80.0,16.7,1,60.0
260,261,-3.885780586188048e-16,27.8,26.6,25.8,25.2,90.0,84.0,1.2,120.0,27.3,1,40.0
261,262,-9.880984919163893e-15,28.4,26.2,24.7,24.4,84.0,83.0,3.6,20.0,29.8,1,100.0
262,263,-3.4416913763379853e-15,27.8,25.8,24.3,21.2,73.0,47.0,6.8,70.0,21.9,1,50.0
263,264,3.83026943495679e-15,28.9,25.5,24.5,23.4,82.0,66.0,2.0,70.0,34.2,0,0.0
264,265,4.718447854656915e-15,29.7,27.9,25.6,25.4,77.0,61.0,8.4,190.0,13.2,0,120.0
265,266,3.164135620181696e-15,28.7,25.6,20.5,24.7,84.0,88.0,3.1,80.0,37.9,1,110.0
266,267,4.829470157119431e-15,28.0,26.5,24.9,23.4,82.0,77.0,8.5,200.0,23.9,0,120.0
267,268,-5.9396931817445875e-15,22.5,20.8,19.6,18.6,73.0,21.0,10.0,60.0,38.3,0,140.0
268,269,3.941291737419306e-15,27.2,25.5,24.4,21.4,82.0,65.0,8.6,80.0,35.1,1,20.0
269,270,-3.6637359812630166e-15,27.8,25.4,23.7,23.5,89.0,89.0,0.1,60.0,50.6,1,20.0
270,271,5.051514762044462e-15,28.1,27.1,25.4,25.1,90.0,81.0,1.6,180.0,52.8,1,120.0
271,272,4.6074255521944e-15,28.8,26.4,24.5,16.9,79.0,43.0,9.3,80.0,24.4,0,100.0
272,273,5.9396931817445875e-15,26.1,23.7,21.0,22.0,90.0,81.0,3.0,60.0,13.8,1,20.0
273,274,1.3877787807814457e-15,24.5,23.1,22.7,22.9,90.0,94.0,0.0,30.0,50.7,1,30.0
274,275,3.2751579226442118e-15,25.3,21.3,20.8,19.6,78.0,61.0,3.3,70.0,22.0,0,40.0
275,276,3.164135620181696e-15,28.4,26.1,25.1,23.0,85.0,84.0,6.0,80.0,15.2,1,10.0
276,277,4.9404924595819466e-15,22.3,21.3,20.4,20.9,89.0,88.0,0.0,20.0,21.4,1,60.0
277,278,2.7755575615628914e-15,27.4,24.9,22.2,20.3,81.0,78.0,5.8,90.0,35.3,0,70.0
278,279,3.608224830031759e-15,28.1,25.0,23.7,20.3,70.0,78.0,5.3,60.0,16.4,0,30.0
279,280,3.941291737419306e-15,29.2,25.7,23.4,19.4,78.0,65.0,8.8,60.0,27.3,0,0.0
280,281,6.106226635438361e-16,28.2,25.3,23.2,22.1,76.0,46.0,8.8,40.0,10.9,1,20.0
281,282,4.6074255521944e-15,28.2,25.6,23.4,21.6,82.0,70.0,7.6,80.0,10.0,1,40.0
282,283,3.608224830031759e-15,26.2,24.3,21.0,22.2,83.0,81.0,0.7,30.0,11.0,1,50.0
283,284,6.6058269965196814e-15,27.9,25.8,24.7,23.1,83.0,88.0,0.9,80.0,10.2,1,50.0
284,285,6.938893903907228e-15,26.8,23.1,21.2,20.1,78.0,79.0,8.2,80.0,25.1,1,0.0
285,286,7.771561172376096e-15,26.3,24.3,22.5,19.3,70.0,47.0,7.1,20.0,28.3,1,60.0
286,287,4.163336342344337e-15,26.4,24.5,23.9,22.3,79.0,79.0,3.1,60.0,22.9,1,40.0
287,288,6.6058269965196814e-15,25.3,23.7,22.3,18.8,79.0,83.0,3.5,70.0,15.3,1,10.0
288,289,1.887379141862766e-15,26.3,24.5,23.7,19.9,73.0,49.0,7.1,70.0,16.0,0,0.0
289,290,1.5543122344752192e-15,26.3,23.3,20.1,17.4,75.0,83.0,3.0,40.0,22.0,1,30.0
290,291,3.941291737419306e-15,27.9,25.3,24.1,22.9,84.0,78.0,1.0,40.0,14.6,1,0.0
291,292,3.941291737419306e-15,26.0,24.9,22.3,22.2,81.0,84.0,2.4,70.0,12.0,1,30.0
292,293,-1.4988010832439613e-15,28.9,24.0,21.6,23.5,81.0,78.0,6.5,50.0,36.0,1,20.0
293,294,-1.1657341758564144e-15,26.3,25.7,24.4,22.8,76.0,66.0,3.2,80.0,24.9,1,30.0
294,295,1.887379141862766e-15,27.1,25.0,23.7,20.7,78.0,58.0,9.4,50.0,15.5,0,30.0
295,296,3.941291737419306e-15,25.1,24.7,23.1,21.4,85.0,81.0,0.0,80.0,25.9,1,30.0
296,297,6.494804694057166e-15,27.8,23.3,21.6,16.7,92.0,88.0,0.1,60.0,11.0,1,20.0
297,298,1.27675647831893e-15,28.4,25.5,24.0,23.4,89.0,84.0,3.1,60.0,19.8,1,0.0
298,299,1.7763568394002505e-15,26.2,25.4,24.4,23.6,91.0,88.0,0.1,40.0,39.5,1,20.0
299,300,2.886579864025407e-15,29.7,26.3,24.1,23.1,86.0,70.0,5.0,70.0,16.0,1,30.0
300,301,1.27675647831893e-15,29.8,25.1,22.1,23.7,82.0,79.0,6.9,80.0,14.6,1,10.0
301,302,1.887379141862766e-15,27.8,25.5,24.4,23.6,86.0,88.0,1.2,50.0,8.7,1,30.0
302,303,2.886579864025407e-15,26.8,24.6,23.1,19.9,91.0,83.0,4.5,50.0,9.9,0,0.0
303,304,3.941291737419306e-15,29.9,25.6,24.4,19.3,93.0,88.0,0.4,40.0,9.1,1,10.0
304,305,3.497202527569243e-15,25.9,24.8,23.1,21.4,81.0,84.0,1.1,80.0,14.5,1,40.0
305,306,1.9984014443252818e-15,28.9,26.6,23.5,23.5,85.0,88.0,2.0,80.0,9.8,1,0.0
306,307,9.43689570931383e-16,27.9,25.4,23.4,21.6,86.0,88.0,0.6,70.0,14.7,1,10.0
307,308,1.7763568394002505e-15,26.2,25.5,23.6,20.5,91.0,81.0,0.8,40.0,16.4,1,30.0
308,309,3.497202527569243e-15,29.1,25.4,23.7,19.3,75.0,46.0,9.1,60.0,7.9,0,20.0
309,310,4.385380947269368e-15,25.3,21.6,19.7,19.6,82.0,84.0,0.1,70.0,43.8,0,10.0
310,311,3.497202527569243e-15,23.3,20.9,18.2,17.4,90.0,84.0,2.4,50.0,20.5,1,20.0
311,312,1.0547118733938987e-15,22.4,19.3,17.6,13.5,67.0,72.0,6.1,70.0,35.3,0,20.0
312,313,1.7763568394002505e-15,21.3,18.9,17.2,15.8,86.0,80.0,1.2,70.0,12.8,1,0.0
313,314,7.993605777301127e-15,21.4,19.9,17.2,12.9,73.0,82.0,2.4,20.0,39.5,1,50.0
314,315,1.887379141862766e-15,21.3,19.3,18.9,18.9,93.0,85.0,0.7,40.0,14.5,1,20.0
315,316,4.829470157119431e-15,20.5,20.4,19.9,18.1,88.0,83.0,3.1,70.0,22.9,1,30.0
316,317,5.6066262743570405e-15,26.7,24.8,22.1,21.4,92.0,90.0,0.2,40.0,19.2,1,30.0
317,318,5.717648576819556e-15,23.2,22.5,20.0,20.4,93.0,93.0,0.5,70.0,38.3,1,30.0
318,319,6.827871601444713e-15,22.1,20.6,19.3,19.1,90.0,87.0,0.0,50.0,29.8,1,20.0
319,320,5.9396931817445875e-15,19.2,20.9,19.2,19.4,78.0,38.0,5.7,80.0,36.0,1,30.0
320,321,4.385380947269368e-15,25.2,21.6,16.9,18.6,75.0,44.0,6.7,60.0,28.9,1,20.0
321,322,4.6074255521944e-15,19.0,17.7,16.9,15.5,77.0,82.0,0.5,70.0,35.8,1,10.0
322,323,7.049916206369744e-15,25.8,21.8,20.2,18.4,86.0,89.0,3.4,50.0,22.0,1,20.0
323,324,5.717648576819556e-15,20.9,17.0,16.5,14.0,90.0,59.0,4.9,10.0,14.2,0,40.0
324,325,2.3314683517128287e-15,21.2,19.6,18.7,17.0,93.0,88.0,0.0,60.0,23.5,1,50.0
325,326,7.049916206369744e-15,24.7,20.8,19.2,17.3,77.0,53.0,5.0,20.0,11.8,0,40.0
326,327,2.7755575615628914e-15,21.1,20.1,19.7,18.3,86.0,93.0,0.2,50.0,11.8,1,30.0
327,328,3.941291737419306e-15,24.5,18.4,17.2,16.0,65.0,60.0,6.8,60.0,35.3,0,10.0
328,329,9.825473767932635e-15,19.3,17.3,16.4,12.8,77.0,94.0,0.0,10.0,24.4,1,50.0
329,330,1.0269562977782698e-14,20.1,18.4,16.5,12.3,73.0,17.0,3.1,40.0,41.3,0,30.0
330,331,4.829470157119431e-15,18.9,16.4,15.1,15.5,78.0,89.0,0.2,40.0,22.8,1,0.0
331,332,1.1879386363489175e-14,18.8,14.8,12.4,8.5,75.0,43.0,9.1,20.0,39.5,0,20.0
332,333,1.2212453270876722e-14,17.5,13.7,11.3,6.6,77.0,88.0,0.0,20.0,22.6,1,0.0
333,334,8.659739592076221e-15,17.3,13.3,12.9,11.1,87.0,80.0,0.2,30.0,27.3,1,10.0
334,335,4.9404924595819466e-15,24.3,21.1,19.8,19.6,79.0,69.0,3.3,70.0,30.0,0,40.0
335,336,8.326672684688674e-15,21.2,18.8,16.4,16.6,67.0,75.0,5.1,50.0,35.8,0,20.0
336,337,7.993605777301127e-15,21.4,18.9,17.2,14.9,75.0,69.0,7.7,40.0,18.0,0,10.0
337,338,1.1213252548714081e-14,17.6,15.2,14.8,11.4,76.0,49.0,3.9,70.0,35.1,0,30.0
338,339,4.829470157119431e-15,20.9,20.6,18.9,19.6,80.0,88.0,4.1,20.0,21.9,1,50.0
339,340,8.43769498715119e-15,21.0,19.2,17.4,16.5,82.0,88.0,0.2,50.0,20.9,1,30.0
340,341,6.38378239159465e-15,21.3,20.3,19.4,16.0,89.0,75.0,3.1,30.0,25.1,1,20.0
341,342,7.882583474838611e-15,18.1,17.2,16.9,7.9,75.0,55.0,6.8,30.0,33.4,0,0.0
342,343,9.936496070395151e-15,20.1,17.6,15.3,14.6,79.0,86.0,0.7,60.0,28.7,0,30.0
343,344,7.382983113757291e-15,17.2,14.6,12.8,8.1,79.0,87.0,1.8,60.0,32.9,0,0.0
344,345,6.6058269965196814e-15,22.3,19.9,17.2,16.8,87.0,80.0,0.0,20.0,27.3,1,40.0
345,346,9.270362255620057e-15,16.2,15.2,13.5,9.8,88.0,88.0,0.1,20.0,28.4,1,0.0
346,347,1.0158540675320182e-14,17.6,15.9,14.4,11.1,77.0,85.0,0.0,30.0,20.0,0,10.0
347,348,4.9404924595819466e-15,17.5,16.3,15.3,14.6,92.0,85.0,1.3,40.0,11.8,0,10.0
348,349,4.829470157119431e-15,16.5,16.1,15.1,15.1,83.0,81.0,0.0,60.0,28.8,1,20.0
349,350,9.769962616701378e-15,21.3,18.9,16.6,12.9,79.0,70.0,7.9,50.0,19.2,1,10.0
350,351,1.1046719095020308e-14,18.2,17.9,16.1,12.4,85.0,89.0,0.1,40.0,16.0,0,10.0
351,352,6.050715484207103e-15,21.8,18.3,15.8,13.2,89.0,88.0,0.2,40.0,22.5,0,0.0
352,353,4.274358644806853e-15,21.3,20.9,19.1,19.9,76.0,88.0,0.3,20.0,30.2,0,20.0
353,354,4.6074255521944e-15,20.9,19.3,18.9,18.1,83.0,81.0,0.3,70.0,25.1,1,50.0
354,355,3.497202527569243e-15,21.3,18.3,17.1,16.4,79.0,70.0,1.5,40.0,13.9,0,30.0
355,356,7.771561172376096e-15,18.7,17.3,16.5,15.0,75.0,81.0,1.5,60.0,25.9,0,20.0
356,357,4.829470157119431e-15,22.3,18.8,16.6,17.7,84.0,84.0,5.2,20.0,15.1,1,40.0
357,358,7.438494264988549e-15,18.9,16.1,15.3,14.7,75.0,91.0,0.0,70.0,27.4,1,50.0
358,359,1.1213252548714081e-14,21.4,18.2,17.2,15.5,76.0,48.0,7.7,30.0,14.2,1,40.0
359,360,3.608224830031759e-15,21.1,18.8,17.2,18.0,97.0,95.0,0.0,40.0,16.0,1,10.0
360,361,8.326672684688674e-16,18.3,17.3,16.3,15.9,93.0,91.0,0.2,50.0,26.9,1,10.0
361,362,-1.1657341758564144e-15,21.0,19.9,18.4,18.0,95.0,95.0,0.0,60.0,36.0,1,10.0
362,363,-1.27675647831893e-15,21.3,20.9,19.4,19.6,92.0,88.0,0.0,50.0,32.9,1,10.0
363,364,9.492406860545088e-15,17.6,16.5,15.7,13.8,76.0,97.0,0.0,60.0,29.8,1,10.0
364,365,-6.106226635438361e-16,21.0,19.3,17.9,17.3,94.0,88.0,0.1,60.0,42.0,1,0.0
365,1,-1.4988010832439613e-15,17.1,16.1,14.6,14.7,93.0,96.0,0.2,30.0,20.0,1,30.0
366,2,-1.6653345369377348e-16,21.3,20.3,19.7,16.9,96.0,93.0,0.0,50.0,37.0,1,20.0
367,3,-1.7208456881689926e-15,20.8,17.6,15.7,4.8,75.0,88.0,3.8,40.0,29.6,1,10.0
368,4,1.0269562977782698e-14,16.2,13.3,11.6,12.1,84.0,80.0,0.4,20.0,59.5,1,20.0
369,5,9.769962616701378e-15,12.1,13.8,11.2,2.7,75.0,68.0,6.0,70.0,27.6,0,50.0
370,6,1.887379141862766e-15,14.3,12.9,11.4,11.1,92.0,100.0,0.0,50.0,15.3,1,20.0
371,7,1.887379141862766e-15,17.2,13.7,10.0,12.2,92.0,94.0,0.0,50.0,27.4,1,0.0
372,8,9.936496070395151e-15,15.9,11.3,10.8,7.7,81.0,78.0,2.2,20.0,29.6,0,30.0
373,9,6.6058269965196814e-15,14.3,13.7,11.6,11.2,92.0,100.0,0.0,20.0,28.2,1,0.0
374,10,9.825473767932635e-15,14.4,12.4,10.8,12.6,59.0,87.0,0.1,70.0,25.9,1,50.0
375,11,1.3156142841808105e-14,16.7,12.9,9.6,11.3,75.0,84.0,1.3,60.0,30.2,1,10.0
376,12,8.548717289613705e-15,15.5,12.9,10.3,10.0,77.0,96.0,0.0,40.0,24.4,1,20.0
377,13,1.176836406102666e-14,17.4,13.6,11.8,8.6,72.0,100.0,0.0,10.0,39.3,0,30.0
378,14,6.050715484207103e-15,17.8,16.1,14.8,15.7,98.0,100.0,0.0,50.0,28.6,1,40.0
379,15,9.492406860545088e-15,16.5,13.1,11.5,9.7,52.0,60.0,5.3,40.0,13.6,0,10.0
380,16,8.43769498715119e-15,15.3,12.6,11.6,10.9,91.0,80.0,2.2,40.0,19.8,1,0.0
381,17,1.3988810110276972e-14,19.2,14.6,12.6,11.4,72.0,19.0,10.2,20.0,16.5,0,20.0
382,18,1.0602629885170245e-14,17.6,13.7,9.4,11.0,79.0,88.0,0.0,20.0,20.4,1,0.0
383,19,2.248201624865942e-14,11.2,10.4,7.0,3.4,77.0,95.0,0.0,40.0,16.0,1,20.0
384,20,1.2823075934420558e-14,12.9,8.3,7.5,4.4,47.0,23.0,8.8,10.0,31.8,0,30.0
385,21,7.771561172376096e-15,18.6,17.3,15.8,13.0,92.0,92.0,0.0,20.0,23.7,1,10.0
386,22,3.497202527569243e-15,17.4,16.6,15.5,13.3,90.0,92.0,0.0,40.0,22.1,1,20.0
387,23,1.504352198367087e-14,21.6,18.8,16.3,17.3,65.0,46.0,7.1,60.0,12.8,0,20.0
388,24,1.6653345369377348e-15,21.6,20.4,20.4,17.4,95.0,88.0,0.5,70.0,20.8,1,10.0
389,25,1.3877787807814457e-15,22.3,21.2,20.9,19.5,91.0,86.0,0.7,50.0,19.8,1,20.0
390,26,-9.43689570931383e-16,23.1,21.7,19.8,20.6,92.0,93.0,0.0,190.0,19.2,1,140.0
391,27,6.938893903907228e-15,24.7,22.2,20.6,20.8,89.0,86.0,1.6,110.0,15.3,1,80.0
392,28,6.938893903907228e-15,24.3,22.5,20.1,15.3,65.0,49.0,6.7,60.0,27.6,0,50.0
393,29,4.718447854656915e-15,24.9,20.9,19.6,18.9,82.0,83.0,2.2,50.0,17.5,0,10.0
394,30,1.5543122344752192e-15,21.3,20.5,20.1,19.3,90.0,93.0,0.0,70.0,40.4,1,20.0
395,31,1.3877787807814457e-15,21.4,19.3,17.1,17.2,91.0,80.0,0.6,20.0,23.5,1,50.0
396,32,4.718447854656915e-15,23.1,22.4,20.8,20.6,79.0,81.0,0.0,50.0,29.8,1,30.0
397,33,9.936496070395151e-15,19.6,16.6,14.7,8.3,79.0,95.0,0.2,80.0,28.8,1,30.0
398,34,1.6653345369377348e-16,22.3,23.0,21.0,20.4,91.0,84.0,0.0,80.0,37.0,1,0.0
399,35,1.1546319456101628e-14,20.5,17.4,15.4,2.3,77.0,43.0,10.2,40.0,15.1,0,40.0
400,36,-6.106226635438361e-16,21.3,19.9,17.2,19.6,90.0,84.0,0.2,70.0,25.9,1,30.0
401,37,4.163336342344337e-15,24.9,21.6,20.0,18.0,85.0,88.0,0.4,40.0,40.4,1,30.0
402,38,-6.106226635438361e-16,24.5,22.8,20.9,20.3,86.0,92.0,0.0,70.0,15.7,1,30.0
403,39,1.9984014443252818e-15,21.9,20.2,19.4,17.8,78.0,83.0,0.0,40.0,20.0,0,30.0
404,40,-2.7755575615628914e-16,21.4,20.8,19.2,18.8,88.0,88.0,0.3,40.0,13.6,1,0.0
405,41,7.993605777301127e-15,19.6,17.3,15.7,10.5,87.0,88.0,2.4,30.0,40.8,1,10.0
406,42,7.771561172376096e-15,20.6,18.7,16.4,12.9,70.0,88.0,2.5,20.0,23.7,1,10.0
407,43,8.43769498715119e-15,24.7,18.9,15.6,9.6,77.0,46.0,8.5,20.0,41.3,0,0.0
408,44,9.825473767932635e-15,18.6,14.8,12.7,8.0,79.0,94.0,0.0,20.0,23.4,1,0.0
409,45,3.7192471324942744e-15,15.9,13.4,11.6,11.2,85.0,89.0,0.0,210.0,38.3,1,190.0
410,46,9.825473767932635e-15,19.9,18.2,17.2,14.8,78.0,84.0,0.0,30.0,42.0,1,180.0
411,47,7.049916206369744e-15,21.5,19.1,18.2,18.6,81.0,81.0,1.1,50.0,7.9,1,20.0
412,48,1.6653345369377348e-16,20.4,18.4,17.2,18.0,92.0,95.0,0.0,40.0,14.2,1,10.0
413,49,2.1094237467877974e-15,20.9,18.6,16.8,16.8,81.0,85.0,2.2,70.0,11.7,1,30.0
414,50,5.717648576819556e-15,23.3,20.2,19.2,19.4,78.0,89.0,3.6,90.0,16.7,0,20.0
415,51,3.941291737419306e-15,15.2,13.6,11.7,10.0,90.0,100.0,0.0,50.0,27.4,1,40.0
416,52,4.496403249731884e-15,18.9,17.1,15.6,13.3,95.0,96.0,0.0,50.0,24.2,1,0.0
417,53,2.7755575615628914e-15,21.2,19.9,17.1,16.3,93.0,96.0,0.0,50.0,28.9,1,0.0
418,54,4.718447854656915e-15,17.4,16.6,14.8,15.5,95.0,100.0,0.0,50.0,23.3,1,0.0
419,55,3.941291737419306e-15,16.6,16.5,15.9,15.9,95.0,96.0,0.0,40.0,20.5,1,10.0
420,56,3.608224830031759e-15,16.6,15.3,14.9,13.7,97.0,96.0,0.0,50.0,34.8,1,10.0
421,57,-1.4988010832439613e-15,20.4,18.6,17.1,16.6,84.0,83.0,0.4,100.0,15.8,1,50.0
422,58,-1.7208456881689926e-15,25.2,22.2,18.4,17.8,81.0,83.0,0.7,30.0,23.7,1,70.0
423,59,1.1657341758564144e-15,16.8,15.5,14.6,15.5,97.0,100.0,0.0,40.0,20.9,1,10.0
424,60,5.051514762044462e-15,25.9,21.5,19.8,19.6,79.0,51.0,7.9,50.0,8.3,0,10.0
425,61,1.1657341758564144e-15,25.4,21.6,19.4,17.2,81.0,81.0,4.7,80.0,20.2,1,30.0
426,62,6.2727600891321345e-15,17.3,16.6,15.3,15.1,95.0,95.0,0.1,50.0,21.6,1,30.0
427,63,6.827871601444713e-15,16.5,15.0,12.9,15.5,98.0,100.0,0.0,80.0,40.8,1,30.0
428,64,4.163336342344337e-15,25.1,21.6,19.8,19.6,80.0,91.0,0.0,80.0,41.4,1,0.0
429,65,1.3877787807814457e-15,16.7,15.5,14.4,12.2,93.0,100.0,0.0,70.0,30.2,1,10.0
430,66,8.43769498715119e-15,20.8,18.4,15.3,9.8,61.0,19.0,10.6,40.0,14.8,0,30.0
431,67,1.887379141862766e-15,20.9,19.3,17.2,16.8,86.0,80.0,2.4,50.0,22.5,1,10.0
432,68,3.941291737419306e-15,15.3,13.7,11.5,12.1,96.0,99.0,0.0,40.0,22.0,1,10.0
433,69,9.825473767932635e-15,18.7,16.6,14.4,12.1,74.0,40.0,9.1,40.0,16.4,0,0.0
434,70,8.659739592076221e-15,21.6,20.8,19.1,19.8,93.0,92.0,0.0,40.0,4.5,1,0.0
435,71,7.771561172376096e-15,20.3,18.9,17.6,15.9,74.0,49.0,9.5,40.0,9.2,0,0.0
436,72,1.1657341758564144e-15,23.8,21.5,19.2,18.9,86.0,87.0,0.4,40.0,8.3,0,0.0
437,73,2.7755575615628914e-15,25.3,22.9,20.4,18.7,75.0,51.0,9.5,70.0,41.4,0,30.0
438,74,-1.1657341758564144e-15,26.1,23.1,20.1,21.4,91.0,88.0,1.0,50.0,12.4,1,20.0
439,75,4.385380947269368e-15,20.6,19.5,18.6,18.6,87.0,75.0,3.9,30.0,20.0,0,20.0
440,76,-6.106226635438361e-16,26.8,23.1,21.5,19.4,87.0,83.0,0.5,40.0,7.9,1,10.0
441,77,-6.106226635438361e-16,25.8,23.5,21.6,20.6,82.0,81.0,0.2,80.0,16.7,1,40.0
442,78,4.718447854656915e-15,26.9,23.3,23.0,22.0,98.0,88.0,0.3,120.0,19.8,1,40.0
443,79,-1.6653345369377348e-16,27.8,24.4,23.1,22.1,87.0,88.0,1.6,40.0,13.0,1,80.0
444,80,-2.3869795029440866e-15,25.9,22.4,19.7,17.8,89.0,85.0,0.6,100.0,22.3,1,60.0
445,81,-2.7755575615628914e-15,24.9,22.3,20.4,18.0,91.0,86.0,0.1,40.0,18.6,1,60.0
446,82,-3.552713678800501e-15,21.2,20.9,19.9,19.7,86.0,88.0,0.2,70.0,22.3,1,30.0
447,83,-8.049116928532385e-15,21.3,18.4,16.1,14.3,86.0,81.0,2.9,60.0,29.8,1,10.0
448,84,2.942091015256665e-15,26.8,24.1,23.6,22.8,89.0,89.0,2.5,70.0,29.8,1,10.0
449,85,9.43689570931383e-16,26.7,25.4,24.4,23.0,82.0,20.0,10.0,70.0,13.0,0,0.0
450,86,-5.2735593669694936e-15,20.1,19.6,17.4,19.8,95.0,87.0,0.6,70.0,16.1,1,0.0
451,87,-2.275957200481571e-15,21.7,18.9,16.3,19.4,83.0,88.0,0.3,80.0,28.4,1,10.0
452,88,1.1657341758564144e-15,27.7,25.5,24.0,22.4,94.0,85.0,3.4,80.0,20.2,1,0.0
453,89,-2.609024107869118e-15,25.9,23.1,20.6,20.9,86.0,82.0,1.0,70.0,34.0,1,10.0
454,90,3.885780586188048e-16,24.6,23.1,22.3,20.9,93.0,85.0,0.1,40.0,20.0,1,30.0
455,91,-1.1657341758564144e-15,28.4,25.5,23.1,22.9,93.0,88.0,0.4,30.0,21.6,1,10.0
456,92,-2.3869795029440866e-15,25.3,23.1,22.3,19.6,90.0,83.0,0.1,80.0,21.5,1,50.0
457,93,-3.885780586188048e-16,27.8,25.7,23.2,23.4,90.0,88.0,1.2,190.0,20.4,1,110.0
458,94,-6.106226635438361e-16,27.6,25.9,23.7,22.2,87.0,88.0,0.2,40.0,14.5,1,150.0
459,95,-1.1657341758564144e-15,23.1,22.2,20.4,19.9,91.0,88.0,0.0,40.0,24.4,1,0.0
460,96,-5.495603971894525e-15,28.3,25.8,24.8,24.5,89.0,89.0,1.1,80.0,14.8,1,40.0
461,97,-1.27675647831893e-15,28.9,25.5,24.1,23.2,96.0,88.0,1.6,80.0,25.1,1,0.0
462,98,-5.828670879282072e-15,29.0,26.5,25.1,24.1,91.0,85.0,0.2,80.0,14.8,1,0.0
463,99,3.2751579226442118e-15,28.8,26.5,24.5,23.1,79.0,83.0,2.6,230.0,20.4,1,150.0
464,100,4.274358644806853e-15,28.7,25.8,24.8,23.9,81.0,80.0,1.2,70.0,20.0,1,160.0
465,101,-1.1657341758564144e-15,28.7,25.8,24.0,22.0,76.0,81.0,3.9,80.0,12.8,1,10.0
466,102,1.27675647831893e-15,26.8,24.4,23.8,22.3,91.0,77.0,1.1,30.0,21.9,1,50.0
467,103,-1.27675647831893e-15,26.2,25.5,24.0,21.4,82.0,85.0,2.2,80.0,33.0,1,50.0
468,104,9.43689570931383e-16,25.6,21.4,20.5,19.0,80.0,88.0,3.3,80.0,28.8,1,0.0
469,105,-5.828670879282072e-15,29.1,27.1,25.0,25.1,92.0,88.0,0.6,230.0,13.0,1,150.0
470,106,-5.9396931817445875e-15,30.8,27.9,26.4,25.2,93.0,88.0,0.7,130.0,21.6,1,100.0
471,107,-4.6074255521944e-15,29.6,27.9,25.3,24.7,83.0,88.0,3.5,180.0,16.9,1,50.0
472,108,-5.6066262743570405e-15,31.2,28.2,26.3,24.2,80.0,83.0,2.1,80.0,28.7,1,100.0
473,109,-5.828670879282072e-15,29.1,26.9,25.0,25.3,85.0,82.0,2.2,40.0,9.5,1,40.0
474,110,-6.161737786669619e-15,31.0,28.4,26.3,25.0,85.0,88.0,0.3,220.0,15.3,1,180.0
475,111,-2.0539125955565396e-15,29.9,26.2,25.3,21.3,88.0,81.0,6.8,260.0,15.9,1,40.0
476,112,-5.384581669432009e-15,28.2,25.2,24.7,22.4,83.0,79.0,3.3,80.0,13.9,1,180.0
477,113,-5.9396931817445875e-15,28.4,26.6,25.4,24.7,84.0,88.0,1.0,190.0,15.4,1,110.0
478,114,-1.27675647831893e-15,30.4,26.1,24.4,22.1,81.0,88.0,2.5,50.0,14.3,1,140.0
